case,stratum,method,parameter,attempted,accepted,stratum_n,valid,covered,coverage,coverage_mcse,bias,empirical_sd,mean_se,median_se,sd_mean_se_ratio,sd_median_se_ratio
skin_reference,all_accepted,ambient,treatment_0,200,200,200,200,179,0.895,0.021676600286945368,0.0051111621146374955,0.05581929893901643,0.05127140412057432,0.050095380324911884,1.0887023653135552,1.1142604083845653
skin_reference,all_accepted,ambient,treatment_1,200,200,200,200,173,0.865,0.024163505540380516,0.010143329397169052,0.10148868107094186,0.08497594383807741,0.08408953516616871,1.194322492779011,1.2069121427582021
skin_reference,all_accepted,fixed_range,age10_0,200,200,200,200,172,0.86,0.024535688292770596,-0.007320079322098037,0.028682050207775256,0.024176551864915973,0.022913970183318286,1.1863581857343966,1.2517276568971107
skin_reference,all_accepted,fixed_range,age10_1,200,200,200,200,167,0.835,0.02624642832844119,-0.014058334411220863,0.051281276918628736,0.04486360547616168,0.04232917883745428,1.143048499431841,1.211487638717275
skin_reference,all_accepted,fixed_range,treatment_0,200,200,200,200,178,0.89,0.022124646889837583,0.0051111621146374955,0.05581929893901643,0.05091457822893827,0.04986027314741137,1.0963323448939122,1.1195145035404692
skin_reference,all_accepted,fixed_range,treatment_1,200,200,200,200,173,0.865,0.024163505540380516,0.010143329397169052,0.10148868107094186,0.08497570272142367,0.08387942748996238,1.1943258816423417,1.2099353096215009
skin_reference,all_accepted,fixed_rank,age10_0,200,200,200,200,172,0.86,0.024535688292770596,-0.007320079322098037,0.028682050207775256,0.024176551864915973,0.022913970183318286,1.1863581857343966,1.2517276568971107
skin_reference,all_accepted,fixed_rank,age10_1,200,200,200,200,167,0.835,0.02624642832844119,-0.014058334411220863,0.051281276918628736,0.04486360547616168,0.04232917883745428,1.143048499431841,1.211487638717275
skin_reference,all_accepted,fixed_rank,treatment_0,200,200,200,200,178,0.89,0.022124646889837583,0.0051111621146374955,0.05581929893901643,0.05091457822893827,0.04986027314741137,1.0963323448939122,1.1195145035404692
skin_reference,all_accepted,fixed_rank,treatment_1,200,200,200,200,173,0.865,0.024163505540380516,0.010143329397169052,0.10148868107094186,0.08497570272142367,0.08387942748996238,1.1943258816423417,1.2099353096215009
skin_reference,interior,ambient,age10_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,-0.010336722576874216,0.028583543406676043,0.02516197929238485,0.024128879416090855,1.1359815169757617,1.1846195968642663
skin_reference,interior,ambient,age10_1,200,200,31,31,27,0.8709677419354839,0.06021009840370212,-0.013154944595224463,0.05032454682830248,0.04153653120123567,0.03833556234135967,1.2115731712041804,1.312737931954322
skin_reference,interior,ambient,treatment_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,0.005688846719849404,0.05793757072578456,0.04646536178225577,0.04445060522807329,1.2468980871662942,1.3034146650762233
skin_reference,interior,ambient,treatment_1,200,200,31,31,30,0.967741935483871,0.031733508183094485,-0.006900999271055172,0.0821485621125425,0.08436795262285428,0.08343163675614748,0.9736939152685972,0.9846212456869913
skin_reference,interior,fixed_range,age10_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,-0.010336722576874216,0.028583543406676043,0.02516197929238485,0.024128879416090855,1.1359815169757617,1.1846195968642663
skin_reference,interior,fixed_range,age10_1,200,200,31,31,27,0.8709677419354839,0.06021009840370212,-0.013154944595224463,0.05032454682830248,0.04153653120123567,0.03833556234135967,1.2115731712041804,1.312737931954322
skin_reference,interior,fixed_range,treatment_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,0.005688846719849404,0.05793757072578456,0.04646536178225577,0.04445060522807329,1.2468980871662942,1.3034146650762233
skin_reference,interior,fixed_range,treatment_1,200,200,31,31,30,0.967741935483871,0.031733508183094485,-0.006900999271055172,0.0821485621125425,0.08436795262285428,0.08343163675614748,0.9736939152685972,0.9846212456869913
skin_reference,interior,fixed_rank,age10_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,-0.010336722576874216,0.028583543406676043,0.02516197929238485,0.024128879416090855,1.1359815169757617,1.1846195968642663
skin_reference,interior,fixed_rank,age10_1,200,200,31,31,27,0.8709677419354839,0.06021009840370212,-0.013154944595224463,0.05032454682830248,0.04153653120123567,0.03833556234135967,1.2115731712041804,1.312737931954322
skin_reference,interior,fixed_rank,treatment_0,200,200,31,31,28,0.9032258064516129,0.0531003155969743,0.005688846719849404,0.05793757072578456,0.04646536178225577,0.04445060522807329,1.2468980871662942,1.3034146650762233
skin_reference,interior,fixed_rank,treatment_1,200,200,31,31,30,0.967741935483871,0.031733508183094485,-0.006900999271055172,0.0821485621125425,0.08436795262285428,0.08343163675614748,0.9736939152685972,0.9846212456869913
skin_reference,boundary,ambient,age10_0,200,200,169,169,145,0.8579881656804734,0.026850944385530495,-0.006766730559387615,0.028750250624911013,0.024478387397635387,0.02287003864983028,1.174515712897341,1.257114212403151
skin_reference,boundary,ambient,age10_1,200,200,169,169,141,0.834319526627219,0.02859950491106965,-0.014224044969184701,0.051600420037297985,0.047173826096528246,0.042500053452186416,1.093835804874337,1.2141260032849064
skin_reference,boundary,ambient,treatment_0,200,200,169,169,151,0.893491124260355,0.023729832312675603,0.00500519629948028,0.05559889979761264,0.052152985851271816,0.05058921715211691,1.066073186224999,1.0990266884429563
skin_reference,boundary,ambient,treatment_1,200,200,169,169,143,0.8461538461538461,0.02775393940723923,0.01326980388660663,0.10455635314808781,0.08508746885388756,0.0842338854395858,1.228810241466135,1.2412623803644636
skin_reference,boundary,fixed_range,age10_0,200,200,169,169,144,0.8520710059171598,0.027309968138370503,-0.006766730559387615,0.028750250624911013,0.023995792987687954,0.02258332427624361,1.198137133440955,1.2730743389782817
skin_reference,boundary,fixed_range,age10_1,200,200,169,169,140,0.8284023668639053,0.029002334678332256,-0.014224044969184701,0.051600420037297985,0.04547389720706527,0.04268760488004817,1.1347261441511294,1.2087916429674317
