case,parameter,estimate
skin_measured_K4_scc_first_cap730.5,log_cell3_1,-3.5597563502940788
skin_measured_K4_scc_first_cap730.5,log_cell4_1,-3.9277671952658944
skin_measured_K4_scc_first_cap730.5,selenium_change_1,0.22852890378647672
skin_measured_K4_scc_first_cap730.5,baseline_Se20_1,-0.0576323358680502
skin_measured_K4_scc_first_cap730.5,history_none_1,0.12226150445424634
skin_measured_K4_scc_first_cap730.5,history_SCC_only_1,1.007771343191841
skin_measured_K4_scc_first_cap730.5,history_both_1,0.7590763176132035
skin_measured_K4_scc_first_cap730.5,AK_gt2_1,0.5921457838828357
skin_measured_K4_scc_first_cap730.5,age10_1,0.1525031362522924
skin_measured_K4_scc_first_cap730.5,male_1,0.6017970978894994
skin_measured_K4_scc_first_cap730.5,drink_gt2_1,0.1394299771172286
skin_measured_K4_scc_first_cap730.5,sundamage_gt5_1,0.4932003402851999
skin_measured_K4_scc_first_cap730.5,sigma0,0.0
skin_measured_K4_scc_first_cap730.5,sigma1,0.0
skin_measured_K4_scc_first_cap730.5,nu0,0.9622059528148278
skin_measured_K4_scc_first_cap730.5,nu1,1.801326705012696
skin_measured_K4_scc_first_cap730.5,theta,0.2963506028996685
skin_measured_K4_bcc_first_cap1461,log_cell1_0,-1.35665498388453
skin_measured_K4_bcc_first_cap1461,log_cell2_0,-1.4342870542740325
skin_measured_K4_bcc_first_cap1461,log_cell3_0,-1.6717880408170473
skin_measured_K4_bcc_first_cap1461,log_cell4_0,-1.6392047471645494
skin_measured_K4_bcc_first_cap1461,selenium_change_0,0.07316628412451924
skin_measured_K4_bcc_first_cap1461,baseline_Se20_0,0.07156342804364138
skin_measured_K4_bcc_first_cap1461,history_none_0,-1.5815272700098169
skin_measured_K4_bcc_first_cap1461,history_SCC_only_0,-1.2725326245124151
skin_measured_K4_bcc_first_cap1461,history_both_0,-0.05983254828424036
skin_measured_K4_bcc_first_cap1461,AK_gt2_0,0.3181019018762058
skin_measured_K4_bcc_first_cap1461,age10_0,-0.03883800020433016
skin_measured_K4_bcc_first_cap1461,male_0,0.36041789550439823
skin_measured_K4_bcc_first_cap1461,drink_gt2_0,0.15932008781125412
skin_measured_K4_bcc_first_cap1461,sundamage_gt5_0,0.030810774758780607
skin_measured_K4_bcc_first_cap1461,log_cell1_1,-3.6678807691703494
skin_measured_K4_bcc_first_cap1461,log_cell2_1,-3.8362992695757527
skin_measured_K4_bcc_first_cap1461,log_cell3_1,-3.986084808147129
skin_measured_K4_bcc_first_cap1461,log_cell4_1,-3.9736544224128902
skin_measured_K4_bcc_first_cap1461,selenium_change_1,0.13168289006929587
skin_measured_K4_bcc_first_cap1461,baseline_Se20_1,-0.08685542373959311
skin_measured_K4_bcc_first_cap1461,history_none_1,0.023942485097377543
skin_measured_K4_bcc_first_cap1461,history_SCC_only_1,0.9174038978713804
skin_measured_K4_bcc_first_cap1461,history_both_1,0.7596835294273038
skin_measured_K4_bcc_first_cap1461,AK_gt2_1,0.645668484518139
skin_measured_K4_bcc_first_cap1461,age10_1,0.20884386419668083
skin_measured_K4_bcc_first_cap1461,male_1,0.7054191274938753
skin_measured_K4_bcc_first_cap1461,drink_gt2_1,0.11376079310457954
skin_measured_K4_bcc_first_cap1461,sundamage_gt5_1,0.508493035492557
skin_measured_K4_bcc_first_cap1461,sigma0,0.0016993938169049623
skin_measured_K4_bcc_first_cap1461,sigma1,0.0
skin_measured_K4_bcc_first_cap1461,nu0,0.9450664022382451
skin_measured_K4_bcc_first_cap1461,nu1,2.2271013613720596
skin_measured_K4_bcc_first_cap1461,theta,0.3658099637893236
