case,comparison,parameter,n,risk_difference,MCSE
cf_monotone,coupled - initial,FEV10_1,100,-0.0009240872307885856,0.00018090218838366295
cf_monotone,coupled - initial,nu0,100,0.015149514867764455,0.003564259120487123
cf_monotone,coupled - initial,nu1,100,0.003140433215081381,0.001267017348132472
cf_monotone,coupled - initial,theta,100,0.0074257694740683736,0.0014277712194555666
cf_monotone,coupled - initial,cumulative_relative_0,100,-0.011828574782352204,0.003061583072729725
cf_monotone,coupled - initial,cumulative_relative_1,100,-10.541966783308697,1.4658267158618856
cf_monotone,coupled - initial,baseline_relative_ISE_0,100,-0.03210604897445428,0.005831839347235408
cf_monotone,coupled - initial,baseline_relative_ISE_1,100,-18.505025429589285,3.146175543329643
cf_monotone,coupled - initial,prediction_mse,100,-0.06777380462504667,0.001441160257507449
cf_monotone,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_monotone,coupled - projected_initial,treatment_0,100,-0.003227372165140623,0.0008277784297977562
cf_monotone,coupled - projected_initial,FEV10_0,100,-0.00018298610470032333,7.011165564764697e-05
cf_monotone,coupled - projected_initial,treatment_1,100,-0.01308872994671935,0.0027398483189797
cf_monotone,coupled - projected_initial,FEV10_1,100,-0.0009240872307885856,0.00018090218838366295
cf_monotone,coupled - projected_initial,nu0,100,0.015149514867764457,0.003564259120487124
cf_monotone,coupled - projected_initial,nu1,100,0.003140433215081381,0.001267017348132472
cf_monotone,coupled - projected_initial,theta,100,0.0074257694740683736,0.0014277712194555666
cf_monotone,coupled - projected_initial,cumulative_relative_0,100,-0.011828574782352204,0.003061583072729725
cf_monotone,coupled - projected_initial,cumulative_relative_1,100,-10.541966783308697,1.4658267158618856
cf_monotone,coupled - projected_initial,baseline_relative_ISE_0,100,-0.03210604897445428,0.005831839347235408
cf_monotone,coupled - projected_initial,baseline_relative_ISE_1,100,-18.505025429589285,3.146175543329643
cf_monotone,coupled - projected_initial,prediction_mse,100,-0.06777380462504667,0.001441160257507449
cf_monotone,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_monotone,fallback - projected_initial,treatment_0,100,-0.003227372165140623,0.0008277784297977562
cf_monotone,fallback - projected_initial,FEV10_0,100,-0.00018298610470032333,7.011165564764697e-05
cf_monotone,fallback - projected_initial,treatment_1,100,-0.01308872994671935,0.0027398483189797
cf_monotone,fallback - projected_initial,FEV10_1,100,-0.0009240872307885856,0.00018090218838366295
cf_monotone,fallback - projected_initial,nu0,100,0.015149514867764457,0.003564259120487124
cf_monotone,fallback - projected_initial,nu1,100,0.003140433215081381,0.001267017348132472
cf_monotone,fallback - projected_initial,theta,100,0.0074257694740683736,0.0014277712194555666
cf_monotone,fallback - projected_initial,cumulative_relative_0,100,-0.011828574782352204,0.003061583072729725
cf_monotone,fallback - projected_initial,cumulative_relative_1,100,-10.541966783308697,1.4658267158618856
cf_monotone,fallback - projected_initial,baseline_relative_ISE_0,100,-0.03210604897445428,0.005831839347235408
cf_monotone,fallback - projected_initial,baseline_relative_ISE_1,100,-18.505025429589285,3.146175543329643
cf_monotone,fallback - projected_initial,prediction_mse,100,-0.06777380462504667,0.001441160257507449
cf_monotone,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_zero_ending,coupled - initial,treatment_0,100,-0.0023230104486865392,0.0005834066732507937
cf_zero_ending,coupled - initial,FEV10_0,100,-0.00019213319649199042,5.197303222346213e-05
cf_zero_ending,coupled - initial,treatment_1,100,-0.012628936049905202,0.002825987189109485
cf_zero_ending,coupled - initial,FEV10_1,100,-0.001117708458283069,0.00022802964521596888
cf_zero_ending,coupled - initial,nu0,100,0.004966255311695324,0.0034561855197668885
cf_zero_ending,coupled - initial,nu1,100,-0.00852237846508751,0.0004931644078866918
cf_zero_ending,coupled - initial,theta,100,0.004186658973065498,0.0006063609422193243
cf_zero_ending,coupled - initial,cumulative_relative_0,100,-0.004941141519544377,0.001405799748712211
cf_zero_ending,coupled - initial,cumulative_relative_1,100,-15.572133884809588,2.458308311727732
cf_zero_ending,coupled - initial,baseline_relative_ISE_0,100,-0.011741428952340507,0.0022085012926599404
cf_zero_ending,coupled - initial,baseline_relative_ISE_1,100,-28.317088343856952,5.8049206217865335
cf_zero_ending,coupled - initial,prediction_mse,100,-0.08223878510253346,0.0009807969944393992
cf_zero_ending,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_zero_ending,coupled - projected_initial,treatment_0,100,-0.0023230104486865392,0.0005834066732507937
cf_zero_ending,coupled - projected_initial,FEV10_0,100,-0.00019213319649199042,5.197303222346213e-05
cf_zero_ending,coupled - projected_initial,treatment_1,100,-0.012628936049905202,0.002825987189109485
cf_zero_ending,coupled - projected_initial,FEV10_1,100,-0.001117708458283069,0.00022802964521596888
cf_zero_ending,coupled - projected_initial,nu0,100,0.004966255311695323,0.0034561855197668885
cf_zero_ending,coupled - projected_initial,nu1,100,-0.00852237846508751,0.000493164407886692
cf_zero_ending,coupled - projected_initial,theta,100,0.004186658973065498,0.0006063609422193243
cf_zero_ending,coupled - projected_initial,cumulative_relative_0,100,-0.004941141519544377,0.001405799748712211
cf_zero_ending,coupled - projected_initial,cumulative_relative_1,100,-15.572133884809588,2.458308311727732
cf_zero_ending,coupled - projected_initial,baseline_relative_ISE_0,100,-0.011741428952340507,0.0022085012926599404
cf_zero_ending,coupled - projected_initial,baseline_relative_ISE_1,100,-28.317088343856952,5.8049206217865335
cf_zero_ending,coupled - projected_initial,prediction_mse,100,-0.08223878510253346,0.0009807969944393992
cf_zero_ending,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_zero_ending,fallback - projected_initial,treatment_0,100,-0.0023230104486865392,0.0005834066732507937
cf_zero_ending,fallback - projected_initial,FEV10_0,100,-0.00019213319649199042,5.197303222346213e-05
cf_zero_ending,fallback - projected_initial,treatment_1,100,-0.012628936049905202,0.002825987189109485
cf_zero_ending,fallback - projected_initial,FEV10_1,100,-0.001117708458283069,0.00022802964521596888
cf_zero_ending,fallback - projected_initial,nu0,100,0.004966255311695323,0.0034561855197668885
cf_zero_ending,fallback - projected_initial,nu1,100,-0.00852237846508751,0.000493164407886692
cf_zero_ending,fallback - projected_initial,theta,100,0.004186658973065498,0.0006063609422193243
cf_zero_ending,fallback - projected_initial,cumulative_relative_0,100,-0.004941141519544377,0.001405799748712211
cf_zero_ending,fallback - projected_initial,cumulative_relative_1,100,-15.572133884809588,2.458308311727732
cf_zero_ending,fallback - projected_initial,baseline_relative_ISE_0,100,-0.011741428952340507,0.0022085012926599404
cf_zero_ending,fallback - projected_initial,baseline_relative_ISE_1,100,-28.317088343856952,5.8049206217865335
cf_zero_ending,fallback - projected_initial,prediction_mse,100,-0.08223878510253346,0.0009807969944393992
cf_zero_ending,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_near_rank,coupled - initial,treatment_0,100,0.0013152164745589485,0.0005210743067828421
cf_near_rank,coupled - initial,FEV10_0,100,1.29138813181869e-05,5.6087944239489265e-05
cf_near_rank,coupled - initial,treatment_1,100,-0.017682187499068962,0.003557546512917998
cf_near_rank,coupled - initial,FEV10_1,100,-0.0007023667409460668,0.00016884876711775805
cf_near_rank,coupled - initial,nu0,100,-2.0128567094931147,0.018309550004789708
cf_near_rank,coupled - initial,nu1,100,-0.005530369620159728,0.00010906931842513497
cf_near_rank,coupled - initial,theta,100,-0.01123731314807874,0.0004508231358843178
cf_near_rank,coupled - initial,cumulative_relative_0,100,-0.0033659641340260727,0.001250770358355712
cf_near_rank,coupled - initial,cumulative_relative_1,100,-2.928520220838914,0.23210191262435478
cf_near_rank,coupled - initial,baseline_relative_ISE_0,100,-0.004287771493306551,0.0015355181960363857
cf_near_rank,coupled - initial,baseline_relative_ISE_1,100,-4.254660616450436,0.39843755560157745
cf_near_rank,coupled - initial,prediction_mse,100,-0.08540434150597129,0.0021337781995587482
cf_near_rank,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_near_rank,coupled - projected_initial,treatment_0,100,0.0013152164745589485,0.0005210743067828421
cf_near_rank,coupled - projected_initial,FEV10_0,100,1.29138813181869e-05,5.6087944239489265e-05
cf_near_rank,coupled - projected_initial,treatment_1,100,-0.017682187499068962,0.003557546512917998
cf_near_rank,coupled - projected_initial,FEV10_1,100,-0.0007023667409460668,0.00016884876711775805
cf_near_rank,coupled - projected_initial,nu0,100,-2.0128567094931147,0.018309550004789708
cf_near_rank,coupled - projected_initial,nu1,100,-0.005530369620159728,0.00010906931842513492
cf_near_rank,coupled - projected_initial,theta,100,-0.01123731314807874,0.00045082313588431773
cf_near_rank,coupled - projected_initial,cumulative_relative_0,100,-0.0033659641340260727,0.001250770358355712
cf_near_rank,coupled - projected_initial,cumulative_relative_1,100,-2.928520220838914,0.23210191262435478
cf_near_rank,coupled - projected_initial,baseline_relative_ISE_0,100,-0.004287771493306551,0.0015355181960363857
cf_near_rank,coupled - projected_initial,baseline_relative_ISE_1,100,-4.254660616450436,0.39843755560157745
cf_near_rank,coupled - projected_initial,prediction_mse,100,-0.08540434150597129,0.0021337781995587482
cf_near_rank,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_near_rank,fallback - projected_initial,treatment_0,100,0.0013152164745589485,0.0005210743067828421
cf_near_rank,fallback - projected_initial,FEV10_0,100,1.29138813181869e-05,5.6087944239489265e-05
cf_near_rank,fallback - projected_initial,treatment_1,100,-0.017682187499068962,0.003557546512917998
cf_near_rank,fallback - projected_initial,FEV10_1,100,-0.0007023667409460668,0.00016884876711775805
cf_near_rank,fallback - projected_initial,nu0,100,-2.0128567094931147,0.018309550004789708
cf_near_rank,fallback - projected_initial,nu1,100,-0.005530369620159728,0.00010906931842513492
cf_near_rank,fallback - projected_initial,theta,100,-0.01123731314807874,0.00045082313588431773
cf_near_rank,fallback - projected_initial,cumulative_relative_0,100,-0.0033659641340260727,0.001250770358355712
cf_near_rank,fallback - projected_initial,cumulative_relative_1,100,-2.928520220838914,0.23210191262435478
cf_near_rank,fallback - projected_initial,baseline_relative_ISE_0,100,-0.004287771493306551,0.0015355181960363857
cf_near_rank,fallback - projected_initial,baseline_relative_ISE_1,100,-4.254660616450436,0.39843755560157745
cf_near_rank,fallback - projected_initial,prediction_mse,100,-0.08540434150597129,0.0021337781995587482
cf_near_rank,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_rank_one,coupled - initial,treatment_0,200,0.0013511327008546836,0.0004133357901481425
cf_rank_one,coupled - initial,FEV10_0,200,-6.4825105128696345e-06,4.63618487919941e-05
cf_rank_one,coupled - initial,treatment_1,200,-0.015826295631308423,0.002501933866287333
cf_rank_one,coupled - initial,FEV10_1,200,-0.0006668573961380514,0.00011402623236876721
cf_rank_one,coupled - initial,nu0,200,-2.046633973155728,0.014977821364879457
cf_rank_one,coupled - initial,nu1,200,-0.005406772852910454,9.535926155296526e-05
cf_rank_one,coupled - initial,theta,200,-0.014019542973465809,0.0003419828271049247
cf_rank_one,coupled - initial,cumulative_relative_0,200,-0.0044820343904657094,0.0008583478892677874
cf_rank_one,coupled - initial,cumulative_relative_1,200,-2.816383515124319,0.20630654208381022
cf_rank_one,coupled - initial,baseline_relative_ISE_0,200,-0.0033354934027850025,0.0011810531793927813
cf_rank_one,coupled - initial,baseline_relative_ISE_1,200,-4.1505518898557945,0.34775333050838825
cf_rank_one,coupled - initial,prediction_mse,200,-0.08610298968804417,0.0015369144024728627
cf_rank_one,coupled - initial,negative_prediction_fraction,200,0.0,0.0
cf_rank_one,coupled - projected_initial,treatment_0,200,0.0013511327008546836,0.0004133357901481425
cf_rank_one,coupled - projected_initial,FEV10_0,200,-6.4825105128696345e-06,4.63618487919941e-05
cf_rank_one,coupled - projected_initial,treatment_1,200,-0.015826295631308423,0.002501933866287333
cf_rank_one,coupled - projected_initial,FEV10_1,200,-0.0006668573961380514,0.00011402623236876721
cf_rank_one,coupled - projected_initial,nu0,200,-2.046633973155728,0.014977821364879457
cf_rank_one,coupled - projected_initial,nu1,200,-0.005406772852910456,9.535926155296525e-05
cf_rank_one,coupled - projected_initial,theta,200,-0.014019542973465809,0.00034198282710492465
cf_rank_one,coupled - projected_initial,cumulative_relative_0,200,-0.0044820343904657094,0.0008583478892677874
cf_rank_one,coupled - projected_initial,cumulative_relative_1,200,-2.816383515124319,0.20630654208381022
cf_rank_one,coupled - projected_initial,baseline_relative_ISE_0,200,-0.0033354934027850025,0.0011810531793927813
cf_rank_one,coupled - projected_initial,baseline_relative_ISE_1,200,-4.1505518898557945,0.34775333050838825
cf_rank_one,coupled - projected_initial,prediction_mse,200,-0.08610298968804417,0.0015369144024728627
cf_rank_one,coupled - projected_initial,negative_prediction_fraction,200,0.0,0.0
cf_rank_one,fallback - projected_initial,treatment_0,200,0.0013511327008546836,0.0004133357901481425
cf_rank_one,fallback - projected_initial,FEV10_0,200,-6.4825105128696345e-06,4.63618487919941e-05
cf_rank_one,fallback - projected_initial,treatment_1,200,-0.015826295631308423,0.002501933866287333
cf_rank_one,fallback - projected_initial,FEV10_1,200,-0.0006668573961380514,0.00011402623236876721
cf_rank_one,fallback - projected_initial,nu0,200,-2.046633973155728,0.014977821364879457
cf_rank_one,fallback - projected_initial,nu1,200,-0.005406772852910456,9.535926155296525e-05
cf_rank_one,fallback - projected_initial,theta,200,-0.014019542973465809,0.00034198282710492465
cf_rank_one,fallback - projected_initial,cumulative_relative_0,200,-0.0044820343904657094,0.0008583478892677874
cf_rank_one,fallback - projected_initial,cumulative_relative_1,200,-2.816383515124319,0.20630654208381022
cf_rank_one,fallback - projected_initial,baseline_relative_ISE_0,200,-0.0033354934027850025,0.0011810531793927813
cf_rank_one,fallback - projected_initial,baseline_relative_ISE_1,200,-4.1505518898557945,0.34775333050838825
cf_rank_one,fallback - projected_initial,prediction_mse,200,-0.08610298968804417,0.0015369144024728627
cf_rank_one,fallback - projected_initial,negative_prediction_fraction,200,0.0,0.0
cf_law_alt,coupled - initial,treatment_0,100,-0.001311288432033695,0.0006767432917699092
cf_law_alt,coupled - initial,FEV10_0,100,-0.00022559464515157303,7.535802924706818e-05
cf_law_alt,coupled - initial,treatment_1,100,-0.014238797010280628,0.003019411224987298
cf_law_alt,coupled - initial,FEV10_1,100,-0.0009619881246562624,0.00019297330426891135
cf_law_alt,coupled - initial,nu0,100,0.0072321359343035805,0.0018207980660260661
cf_law_alt,coupled - initial,nu1,100,0.0006240321938673115,0.000834475655455241
cf_law_alt,coupled - initial,theta,100,0.004041234760444063,0.0008627108509696594
cf_law_alt,coupled - initial,cumulative_relative_0,100,-0.010011412493443804,0.0020840774855540563
cf_law_alt,coupled - initial,cumulative_relative_1,100,-5.085428554296954,0.4096316520968594
cf_law_alt,coupled - initial,baseline_relative_ISE_0,100,-0.028832077375176207,0.0029442323493033638
cf_law_alt,coupled - initial,baseline_relative_ISE_1,100,-7.408606464250413,0.7464446290690135
cf_law_alt,coupled - initial,prediction_mse,100,-0.07251867768301218,0.0009932290563304854
cf_law_alt,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_law_alt,coupled - projected_initial,treatment_0,100,-0.001311288432033695,0.0006767432917699092
cf_law_alt,coupled - projected_initial,FEV10_0,100,-0.00022559464515157303,7.535802924706818e-05
cf_law_alt,coupled - projected_initial,treatment_1,100,-0.014238797010280628,0.003019411224987298
cf_law_alt,coupled - projected_initial,FEV10_1,100,-0.0009619881246562624,0.00019297330426891135
cf_law_alt,coupled - projected_initial,nu0,100,0.007232135934303582,0.0018207980660260661
cf_law_alt,coupled - projected_initial,nu1,100,0.0006240321938673115,0.000834475655455241
cf_law_alt,coupled - projected_initial,theta,100,0.004041234760444063,0.0008627108509696594
cf_law_alt,coupled - projected_initial,cumulative_relative_0,100,-0.010011412493443804,0.0020840774855540563
cf_law_alt,coupled - projected_initial,cumulative_relative_1,100,-5.085428554296954,0.4096316520968594
cf_law_alt,coupled - projected_initial,baseline_relative_ISE_0,100,-0.028832077375176207,0.0029442323493033638
cf_law_alt,coupled - projected_initial,baseline_relative_ISE_1,100,-7.408606464250413,0.7464446290690135
cf_law_alt,coupled - projected_initial,prediction_mse,100,-0.07251867768301218,0.0009932290563304854
cf_law_alt,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_law_alt,fallback - projected_initial,treatment_0,100,-0.001311288432033695,0.0006767432917699092
cf_law_alt,fallback - projected_initial,FEV10_0,100,-0.00022559464515157303,7.535802924706818e-05
cf_law_alt,fallback - projected_initial,treatment_1,100,-0.014238797010280628,0.003019411224987298
cf_law_alt,fallback - projected_initial,FEV10_1,100,-0.0009619881246562624,0.00019297330426891135
cf_law_alt,fallback - projected_initial,nu0,100,0.007232135934303582,0.0018207980660260661
cf_law_alt,fallback - projected_initial,nu1,100,0.0006240321938673115,0.000834475655455241
cf_law_alt,fallback - projected_initial,theta,100,0.004041234760444063,0.0008627108509696594
cf_law_alt,fallback - projected_initial,cumulative_relative_0,100,-0.010011412493443804,0.0020840774855540563
cf_law_alt,fallback - projected_initial,cumulative_relative_1,100,-5.085428554296954,0.4096316520968594
cf_law_alt,fallback - projected_initial,baseline_relative_ISE_0,100,-0.028832077375176207,0.0029442323493033638
cf_law_alt,fallback - projected_initial,baseline_relative_ISE_1,100,-7.408606464250413,0.7464446290690135
cf_law_alt,fallback - projected_initial,prediction_mse,100,-0.07251867768301218,0.0009932290563304854
cf_law_alt,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_censor_uniform,coupled - initial,treatment_0,100,-0.0020700725653092153,0.0007463012682418026
cf_censor_uniform,coupled - initial,FEV10_0,100,-0.00016217334794588399,7.226079239579453e-05
cf_censor_uniform,coupled - initial,treatment_1,100,-0.017026429332721308,0.002813174596411967
cf_censor_uniform,coupled - initial,FEV10_1,100,-0.0011567936678193015,0.00023116674094904449
cf_censor_uniform,coupled - initial,nu0,100,0.00481022282719693,0.003019355775308192
cf_censor_uniform,coupled - initial,nu1,100,0.004476352915807304,0.0016114269781811272
cf_censor_uniform,coupled - initial,theta,100,0.01111930063275917,0.002174869851491015
cf_censor_uniform,coupled - initial,cumulative_relative_0,100,-0.025182904212436807,0.004616417108143516
cf_censor_uniform,coupled - initial,cumulative_relative_1,100,-8.86547146665869,0.8028625522124722
cf_censor_uniform,coupled - initial,baseline_relative_ISE_0,100,-0.05568970769166162,0.00842363313283373
cf_censor_uniform,coupled - initial,baseline_relative_ISE_1,100,-13.652125006299045,1.3318932951372944
cf_censor_uniform,coupled - initial,prediction_mse,100,-0.06131648802815723,0.0011744842387301857
cf_censor_uniform,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_censor_uniform,coupled - projected_initial,treatment_0,100,-0.0020700725653092153,0.0007463012682418026
cf_censor_uniform,coupled - projected_initial,FEV10_0,100,-0.00016217334794588399,7.226079239579453e-05
cf_censor_uniform,coupled - projected_initial,treatment_1,100,-0.017026429332721308,0.002813174596411967
cf_censor_uniform,coupled - projected_initial,FEV10_1,100,-0.0011567936678193015,0.00023116674094904449
cf_censor_uniform,coupled - projected_initial,nu0,100,0.004810222827196932,0.003019355775308192
cf_censor_uniform,coupled - projected_initial,nu1,100,0.004476352915807305,0.0016114269781811272
cf_censor_uniform,coupled - projected_initial,theta,100,0.01111930063275917,0.002174869851491015
cf_censor_uniform,coupled - projected_initial,cumulative_relative_0,100,-0.025182904212436807,0.004616417108143516
cf_censor_uniform,coupled - projected_initial,cumulative_relative_1,100,-8.86547146665869,0.8028625522124722
cf_censor_uniform,coupled - projected_initial,baseline_relative_ISE_0,100,-0.05568970769166162,0.00842363313283373
cf_censor_uniform,coupled - projected_initial,baseline_relative_ISE_1,100,-13.652125006299045,1.3318932951372944
cf_censor_uniform,coupled - projected_initial,prediction_mse,100,-0.06131648802815723,0.0011744842387301857
cf_censor_uniform,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_censor_uniform,fallback - projected_initial,treatment_0,100,-0.0020700725653092153,0.0007463012682418026
cf_censor_uniform,fallback - projected_initial,FEV10_0,100,-0.00016217334794588399,7.226079239579453e-05
cf_censor_uniform,fallback - projected_initial,treatment_1,100,-0.017026429332721308,0.002813174596411967
cf_censor_uniform,fallback - projected_initial,FEV10_1,100,-0.0011567936678193015,0.00023116674094904449
cf_censor_uniform,fallback - projected_initial,nu0,100,0.004810222827196932,0.003019355775308192
cf_censor_uniform,fallback - projected_initial,nu1,100,0.004476352915807305,0.0016114269781811272
cf_censor_uniform,fallback - projected_initial,theta,100,0.01111930063275917,0.002174869851491015
cf_censor_uniform,fallback - projected_initial,cumulative_relative_0,100,-0.025182904212436807,0.004616417108143516
cf_censor_uniform,fallback - projected_initial,cumulative_relative_1,100,-8.86547146665869,0.8028625522124722
cf_censor_uniform,fallback - projected_initial,baseline_relative_ISE_0,100,-0.05568970769166162,0.00842363313283373
cf_censor_uniform,fallback - projected_initial,baseline_relative_ISE_1,100,-13.652125006299045,1.3318932951372944
cf_censor_uniform,fallback - projected_initial,prediction_mse,100,-0.06131648802815723,0.0011744842387301857
cf_censor_uniform,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_dynamic,coupled - initial,treatment_0,100,-0.002953455205825212,0.0008186967951748968
cf_dynamic,coupled - initial,FEV10_0,100,-0.00017502233281949163,7.317732635542797e-05
cf_dynamic,coupled - initial,measured_z_0,100,-0.0015261488991789923,0.0004705196623072968
cf_dynamic,coupled - initial,treatment_1,100,-0.014351640186972167,0.0026839403202378164
cf_dynamic,coupled - initial,FEV10_1,100,-0.0007103901164471363,0.00016161087328416524
cf_dynamic,coupled - initial,measured_z_1,100,-0.014057980571165965,0.0025016608362088727
cf_dynamic,coupled - initial,nu0,100,0.006901891399240245,0.002848241187855211
cf_dynamic,coupled - initial,nu1,100,0.0005067469644384817,0.0006570344709309368
cf_dynamic,coupled - initial,theta,100,0.005136104078042952,0.0009204864713802429
cf_dynamic,coupled - initial,cumulative_relative_0,100,-0.008632309398489569,0.0018495302006743563
cf_dynamic,coupled - initial,cumulative_relative_1,100,-5.1394205115319895,0.38803039070341516
cf_dynamic,coupled - initial,baseline_relative_ISE_0,100,-0.02534100538728988,0.0030595392265406595
cf_dynamic,coupled - initial,baseline_relative_ISE_1,100,-7.4136151211369254,0.626841738147974
cf_dynamic,coupled - initial,prediction_mse,100,-0.0727985692157722,0.0010531202602143384
cf_dynamic,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_dynamic,coupled - projected_initial,treatment_0,100,-0.002953455205825212,0.0008186967951748968
cf_dynamic,coupled - projected_initial,FEV10_0,100,-0.00017502233281949163,7.317732635542797e-05
cf_dynamic,coupled - projected_initial,measured_z_0,100,-0.0015261488991789923,0.0004705196623072968
cf_dynamic,coupled - projected_initial,treatment_1,100,-0.014351640186972167,0.0026839403202378164
cf_dynamic,coupled - projected_initial,FEV10_1,100,-0.0007103901164471363,0.00016161087328416524
cf_dynamic,coupled - projected_initial,measured_z_1,100,-0.014057980571165965,0.0025016608362088727
cf_dynamic,coupled - projected_initial,nu0,100,0.006901891399240249,0.002848241187855211
cf_dynamic,coupled - projected_initial,nu1,100,0.0005067469644384815,0.0006570344709309367
cf_dynamic,coupled - projected_initial,theta,100,0.005136104078042952,0.0009204864713802429
cf_dynamic,coupled - projected_initial,cumulative_relative_0,100,-0.008632309398489569,0.0018495302006743563
cf_dynamic,coupled - projected_initial,cumulative_relative_1,100,-5.1394205115319895,0.38803039070341516
cf_dynamic,coupled - projected_initial,baseline_relative_ISE_0,100,-0.02534100538728988,0.0030595392265406595
cf_dynamic,coupled - projected_initial,baseline_relative_ISE_1,100,-7.4136151211369254,0.626841738147974
cf_dynamic,coupled - projected_initial,prediction_mse,100,-0.0727985692157722,0.0010531202602143384
cf_dynamic,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_dynamic,fallback - projected_initial,treatment_0,100,-0.002953455205825212,0.0008186967951748968
cf_dynamic,fallback - projected_initial,FEV10_0,100,-0.00017502233281949163,7.317732635542797e-05
cf_dynamic,fallback - projected_initial,measured_z_0,100,-0.0015261488991789923,0.0004705196623072968
cf_dynamic,fallback - projected_initial,treatment_1,100,-0.014351640186972167,0.0026839403202378164
cf_dynamic,fallback - projected_initial,FEV10_1,100,-0.0007103901164471363,0.00016161087328416524
cf_dynamic,fallback - projected_initial,measured_z_1,100,-0.014057980571165965,0.0025016608362088727
cf_dynamic,fallback - projected_initial,nu0,100,0.006901891399240249,0.002848241187855211
cf_dynamic,fallback - projected_initial,nu1,100,0.0005067469644384815,0.0006570344709309367
cf_dynamic,fallback - projected_initial,theta,100,0.005136104078042952,0.0009204864713802429
cf_dynamic,fallback - projected_initial,cumulative_relative_0,100,-0.008632309398489569,0.0018495302006743563
cf_dynamic,fallback - projected_initial,cumulative_relative_1,100,-5.1394205115319895,0.38803039070341516
cf_dynamic,fallback - projected_initial,baseline_relative_ISE_0,100,-0.02534100538728988,0.0030595392265406595
cf_dynamic,fallback - projected_initial,baseline_relative_ISE_1,100,-7.4136151211369254,0.626841738147974
cf_dynamic,fallback - projected_initial,prediction_mse,100,-0.0727985692157722,0.0010531202602143384
cf_dynamic,fallback - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_early,coupled - initial,treatment_0,100,-0.006367372382365598,0.001235225932916827
cf_early,coupled - initial,FEV10_0,100,-0.0005905395817416434,0.00011842888803779671
cf_early,coupled - initial,early2_0,100,-0.13738826648830083,0.016517227700446342
cf_early,coupled - initial,treatment_1,100,-0.012081635883018232,0.002586358086497821
cf_early,coupled - initial,FEV10_1,100,-0.001100693086940514,0.00016718656552579072
cf_early,coupled - initial,early2_1,100,-0.12699675206579536,0.02127732022216971
cf_early,coupled - initial,nu0,100,0.02095636127775052,0.00263396187170009
cf_early,coupled - initial,nu1,100,-0.003644164326707328,0.00044507023432480125
cf_early,coupled - initial,theta,100,0.004569416790061206,0.000902597767718713
cf_early,coupled - initial,cumulative_relative_0,100,-0.01161529474638991,0.010586013291064572
cf_early,coupled - initial,cumulative_relative_1,100,-2.1005590794902638,0.3047158943459938
cf_early,coupled - initial,baseline_relative_ISE_0,100,-0.02046881305452494,0.010535572553467626
cf_early,coupled - initial,baseline_relative_ISE_1,100,-3.0300291463387197,0.4173436341178841
cf_early,coupled - initial,prediction_mse,100,-0.08884555958542915,0.0012249222473311092
cf_early,coupled - initial,negative_prediction_fraction,100,0.0,0.0
cf_early,coupled - projected_initial,treatment_0,100,-0.006367372382365598,0.001235225932916827
cf_early,coupled - projected_initial,FEV10_0,100,-0.0005905395817416434,0.00011842888803779671
cf_early,coupled - projected_initial,early2_0,100,-0.13738826648830083,0.016517227700446342
cf_early,coupled - projected_initial,treatment_1,100,-0.012081635883018232,0.002586358086497821
cf_early,coupled - projected_initial,FEV10_1,100,-0.001100693086940514,0.00016718656552579072
cf_early,coupled - projected_initial,early2_1,100,-0.12699675206579536,0.02127732022216971
cf_early,coupled - projected_initial,nu0,100,0.02095636127775052,0.00263396187170009
cf_early,coupled - projected_initial,nu1,100,-0.003644164326707327,0.0004450702343248013
cf_early,coupled - projected_initial,theta,100,0.004569416790061206,0.000902597767718713
cf_early,coupled - projected_initial,cumulative_relative_0,100,-0.01161529474638991,0.010586013291064572
cf_early,coupled - projected_initial,cumulative_relative_1,100,-2.1005590794902638,0.3047158943459938
cf_early,coupled - projected_initial,baseline_relative_ISE_0,100,-0.02046881305452494,0.010535572553467626
cf_early,coupled - projected_initial,baseline_relative_ISE_1,100,-3.0300291463387197,0.4173436341178841
cf_early,coupled - projected_initial,prediction_mse,100,-0.08884555958542915,0.0012249222473311092
cf_early,coupled - projected_initial,negative_prediction_fraction,100,0.0,0.0
cf_early,fallback - projected_initial,treatment_0,100,-0.006367372382365598,0.001235225932916827
cf_early,fallback - projected_initial,FEV10_0,100,-0.0005905395817416434,0.00011842888803779671
